Car_Name,Selling_Price,km_driven,Fuel_Type,Seller_Type,Transmission
Hyundai Getz 1.3 GLS,110000,110000,Petrol,Individual,Manual
Mahindra XUV500 AT W8 FWD,1230000,70000,Diesel,Individual,Automatic
Mahindra Quanto C6,220000,110000,Diesel,Individual,Manual
Tata Indigo LX Dicor,130000,50000,Diesel,Individual,Manual
Hyundai i20 1.2 Magna,330000,44000,Petrol,Individual,Manual
Honda City 1.5 S MT,254999,90000,Petrol,Individual,Manual
Hyundai Verna 1.6 SX VTVT (O),600000,50000,Petrol,Individual,Manual
Hyundai i10 Magna,210000,50000,Petrol,Individual,Manual
Chevrolet Enjoy TCDi LT 7 Seater,300000,146000,Diesel,Individual,Manual
Tata Tiago 1.2 Revotron XTA,426000,15000,Petrol,Individual,Automatic
Maruti Alto K10 VXI,265000,60000,Petrol,Individual,Manual
Hyundai Xcent 1.2 Kappa SX,450000,35000,Petrol,Individual,Manual
Hyundai Verna 1.6 SX,480000,80000,Diesel,Individual,Manual
Tata Nano Lx,40000,90000,Petrol,Individual,Manual
Honda City 1.5 S MT,395000,70000,Petrol,Individual,Manual
Maruti Wagon R VXI BS IV,229999,62000,Petrol,Individual,Manual
Ford Ecosport 1.5 Petrol Titanium Plus AT,875000,10000,Petrol,Individual,Automatic
Maruti Eeco 5 STR With AC Plus HTR CNG,170000,80000,CNG,Individual,Manual
Hyundai i20 Sportz 1.2,500000,35000,Petrol,Individual,Manual
Renault Duster 85PS Diesel RxL,450000,1000,Diesel,Dealer,Manual
Mercedes-Benz C-Class Progressive C 220d,3800000,10000,Diesel,Dealer,Automatic
Audi A4 3.0 TDI Quattro,1580000,86000,Diesel,Dealer,Automatic
BMW X5 xDrive 30d xLine,4950000,30000,Diesel,Dealer,Automatic
Hyundai Creta 1.6 CRDi SX,535000,52600,Diesel,Individual,Manual
Maruti SX4 Vxi BSIV,225000,110000,Petrol,Individual,Manual
Hyundai Grand i10 1.2 Kappa Magna AT,550000,19890,Petrol,Dealer,Automatic
Maruti Swift ZXI BSIV,670000,7104,Petrol,Dealer,Manual
Maruti Ertiga VXI,625000,11918,Petrol,Dealer,Manual
Hyundai Grand i10 Magna AT,520000,10510,Petrol,Dealer,Automatic
Chevrolet Beat LT Option,239000,41000,Petrol,Dealer,Manual
Toyota Fortuner 4x2 AT,2600000,47162,Diesel,Dealer,Automatic
Maruti S-Cross Zeta DDiS 200 SH,750000,45974,Diesel,Dealer,Manual
Hyundai i10 Magna,229999,49824,Petrol,Dealer,Manual
Audi A6 2.0 TDI Premium Plus,1300000,58500,Diesel,Dealer,Automatic
Hyundai Santro GS,80000,56580,Petrol,Dealer,Manual
Skoda Laura Ambiente 2.0 TDI CR MT,385000,52000,Diesel,Dealer,Manual
Hyundai Verna 1.6 VTVT SX,760000,55340,Petrol,Dealer,Manual
Maruti Swift Dzire VDI,600000,46507,Diesel,Dealer,Manual
Maruti Ignis 1.2 Sigma BSIV,450000,40000,Petrol,Individual,Manual
Maruti Ignis 1.2 Sigma BSIV,450000,40000,Petrol,Individual,Manual
Maruti Ertiga VDI,550000,120000,Diesel,Individual,Manual
Tata Manza Aura Safire BS IV,200000,60000,Petrol,Individual,Manual
Tata Indica GLS BS IV,80000,90000,Petrol,Individual,Manual
Tata New Safari DICOR 2.2 EX 4x2,300000,250000,Diesel,Individual,Manual
Ford Aspire Titanium Plus Diesel BSIV,675000,15000,Diesel,Individual,Manual
Maruti Eeco 7 Seater Standard BSIV,260000,30000,Petrol,Individual,Manual
Hyundai Grand i10 1.2 Kappa Asta,500000,15000,Petrol,Individual,Manual
Hyundai EON Sportz,150000,55766,Petrol,Individual,Manual
Maruti Alto LXi,100000,80000,Petrol,Individual,Manual
Maruti Wagon R LXI,70000,117000,Petrol,Individual,Manual
Maruti Alto LX,100000,70000,Petrol,Individual,Manual
Toyota Innova 2.5 VX (Diesel) 7 Seater,730000,110000,Diesel,Individual,Manual
Nissan Terrano XL 85 PS,525000,100000,Diesel,Individual,Manual
Nissan Terrano XL 85 PS,525000,105000,Diesel,Individual,Manual
Toyota Innova 2.5 V Diesel 7-seater,550000,182000,Diesel,Individual,Manual
Toyota Corolla Altis Diesel D4DJ,420000,95000,Diesel,Individual,Manual
Honda Amaze SX i-VTEC,500000,70000,Petrol,Individual,Manual
Maruti Wagon R LXI Minor,165000,76000,Petrol,Individual,Manual
Hyundai Verna 1.6 SX,650000,70000,Diesel,Individual,Manual
Chevrolet Beat Diesel LT,195000,46000,Diesel,Individual,Manual
Maruti Zen LX,75000,70000,Petrol,Individual,Manual
Hyundai Accent CRDi,100000,120000,Diesel,Individual,Manual
Toyota Innova Crysta 2.4 VX MT BSIV,1770000,25000,Diesel,Individual,Manual
Maruti Esteem Lxi - BSIII,90000,90000,Petrol,Individual,Manual
Hyundai Xcent 1.1 CRDi Base,515000,50000,Diesel,Individual,Manual
Honda Jazz 1.5 VX i DTEC,700000,24585,Diesel,Dealer,Manual
Maruti Zen LX,62000,70000,Petrol,Individual,Manual
Toyota Etios GD SP,220000,110000,Diesel,Individual,Manual
Hyundai Santro Magna CNG BSIV,520000,10000,CNG,Individual,Manual
Fiat Linea Emotion,170000,100000,Petrol,Individual,Manual
Ford Figo Diesel Titanium,190000,110000,Diesel,Individual,Manual
Ford Figo Diesel Titanium,150000,100000,Diesel,Individual,Manual
Maruti Zen Estilo LXI BS IV,125000,65000,Petrol,Individual,Manual
Honda Amaze EX i-Dtech,290000,40000,Diesel,Individual,Manual
Maruti Celerio X ZXI BSIV,490000,13900,Petrol,Individual,Manual
Tata Tigor 1.2 Revotron XZ Option,434999,17563,Petrol,Individual,Manual
Tata Zest Revotron 1.2T XE,380000,15000,Petrol,Individual,Manual
Volkswagen Polo Diesel Trendline 1.2L,200000,82000,Diesel,Individual,Manual
Ford Figo 1.5D Trend MT,495000,40000,Diesel,Individual,Manual
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,894999,173000,Diesel,Individual,Manual
Mahindra XUV500 W6 2WD,600000,151000,Diesel,Individual,Manual
Honda Brio S MT,300000,50000,Petrol,Individual,Manual
Honda Amaze E i-VTEC,430000,15000,Petrol,Individual,Manual
Honda Amaze E i-DTEC,370000,80000,Diesel,Individual,Manual
Maruti Baleno Zeta 1.2,750000,11000,Petrol,Individual,Manual
Maruti Alto K10 LXI CNG Optional,300000,50000,CNG,Individual,Manual
BMW X1 sDrive20d,700000,120000,Diesel,Individual,Automatic
Maruti Wagon R LXI DUO BSIII,100000,70000,Petrol,Individual,Manual
Hyundai Grand i10 Sportz,300000,90000,Petrol,Individual,Manual
Tata Indica Vista Quadrajet VX,130000,185000,Diesel,Individual,Manual
Hyundai i20 Asta Option 1.4 CRDi,650000,40000,Diesel,Individual,Manual
Maruti Swift VDI BSIV,509999,25000,Diesel,Individual,Manual
Toyota Innova 2.5 VX (Diesel) 7 Seater,1000000,117780,Diesel,Individual,Manual
Hyundai Verna CRDi SX,280000,120000,Diesel,Individual,Manual
Maruti Swift DDiS VDI,600000,120000,Diesel,Individual,Manual
Skoda Rapid 1.6 TDI Ambition,210000,120000,Diesel,Individual,Manual
Audi Q3 2.0 TDI Quattro Premium Plus,1150000,110000,Diesel,Individual,Automatic
Hyundai EON Magna Plus,229999,30000,Petrol,Individual,Manual
Hyundai EON Magna Plus,245000,30000,Petrol,Individual,Manual
Mahindra Scorpio S4 4WD,600000,60000,Diesel,Individual,Manual
Hyundai Grand i10 Sportz,375000,25000,Petrol,Individual,Manual
Mahindra Scorpio 1.99 S10,150000,55000,Diesel,Individual,Manual
Mahindra XUV500 W10 2WD,1450000,20000,Diesel,Individual,Manual
Maruti Ertiga VDI,500000,100000,Diesel,Individual,Manual
Maruti Alto LXi,75000,40000,Petrol,Individual,Manual
Hyundai Sonata AT Leather,225000,80000,Petrol,Individual,Automatic
Hyundai Sonata 2.4L AT,275000,80000,Petrol,Individual,Automatic
Mahindra Bolero Power Plus SLX,620000,35000,Diesel,Individual,Manual
Nissan X-Trail SLX MT,600000,110000,Diesel,Individual,Manual
Mahindra Xylo E8 ABS Airbag BSIV,275000,160000,Diesel,Individual,Manual
Tata Indigo TDI,125000,125000,Diesel,Individual,Manual
Tata Indigo GLS,80000,62000,Petrol,Individual,Manual
Nissan Micra Diesel XV,199000,120000,Diesel,Individual,Manual
Nissan Micra XL,440000,33000,Petrol,Individual,Manual
Maruti Swift Dzire LDI,250000,80000,Diesel,Individual,Manual
Hyundai i20 1.4 Sportz,700000,35000,Diesel,Individual,Manual
Hyundai Grand i10 CRDi Asta Option,450000,50000,Diesel,Individual,Manual
Maruti Alto 800 Std Optional,240000,5000,Petrol,Individual,Manual
Hyundai Xcent 1.2 Kappa SX,350000,12000,Petrol,Individual,Manual
Ford EcoSport 1.5 TDCi Titanium BSIV,650000,81595,Diesel,Dealer,Manual
Hyundai Getz GLS ABS,71000,22000,Petrol,Individual,Manual
Maruti Swift VXI Optional,400000,40000,Petrol,Individual,Manual
Maruti Alto LXi BSIII,130000,40000,Petrol,Individual,Manual
Mahindra Scorpio 2.6 CRDe SLE,300000,70000,Diesel,Individual,Manual
Nissan Kicks XL D BSIV,1100000,4000,Diesel,Individual,Manual
BMW 3 Series 320d Luxury Line,2200000,24000,Diesel,Individual,Automatic
Honda Amaze VX i-VTEC,800000,13500,Petrol,Dealer,Manual
Maruti Ritz VDI (ABS) BS IV,490000,40000,Diesel,Individual,Manual
Honda Jazz 1.2 VX i VTEC,836000,9700,Petrol,Dealer,Manual
Volkswagen Polo Petrol Comfortline 1.2L,375000,62000,Petrol,Individual,Manual
Honda BR-V i-DTEC VX MT,1249000,24000,Diesel,Dealer,Manual
Honda WR-V i-DTEC VX,1240000,13000,Diesel,Dealer,Manual
Tata Nano Std BSII,35000,50000,Petrol,Individual,Manual
Honda BR-V i-VTEC VX MT,1068000,36000,Petrol,Dealer,Manual
Honda BR-V i-DTEC VX MT,1189000,40000,Diesel,Dealer,Manual
Hyundai Elite i20 Petrol Asta Option,700000,27000,Petrol,Individual,Manual
Maruti Alto K10 VXI,350000,40000,Petrol,Individual,Manual
Hyundai i10 Magna 1.2,254999,80000,Petrol,Individual,Manual
Mahindra Scorpio 2.6 CRDe,229999,221000,Diesel,Individual,Manual
Hyundai i20 Asta Option 1.4 CRDi,750000,80000,Diesel,Individual,Manual
Maruti Ritz VDi,325000,119000,Diesel,Individual,Manual
Toyota Innova 2.5 G4 Diesel 7-seater,760000,190000,Diesel,Individual,Manual
Maruti Celerio ZXI AT,509999,25000,Petrol,Individual,Automatic
Nissan Micra XL,363000,28740,Petrol,Individual,Manual
Maruti Alto K10 LXI,229999,48500,Petrol,Individual,Manual
Nissan Sunny XL,290000,110000,Petrol,Individual,Manual
Maruti Swift VXI,550000,30000,Petrol,Individual,Manual
Tata Indica Vista TDI LX,125000,120000,Diesel,Individual,Manual
Volvo XC60 D5 Inscription,2000000,130000,Diesel,Individual,Automatic
Toyota Innova 2.5 G4 Diesel 7-seater,350000,140000,Diesel,Individual,Manual
Hyundai Verna 1.6 SX CRDi (O),390000,90000,Diesel,Individual,Manual
Maruti Wagon R VXI Minor ABS,260000,50000,Petrol,Individual,Manual
Maruti Omni BSIII 8-STR W/ IMMOBILISER,150000,50000,Petrol,Individual,Manual
Maruti Esteem Vxi - BSIII,85000,60000,Petrol,Individual,Manual
Maruti Alto 800 LXI,280000,15000,Petrol,Individual,Manual
Maruti Celerio VXI,220000,45000,Petrol,Individual,Manual
Hyundai Santro Xing XG,140000,80000,Petrol,Individual,Manual
Maruti Wagon R AMT VXI Option,370000,15000,Petrol,Individual,Automatic
Maruti Swift Dzire VDI,650000,20000,Diesel,Individual,Manual
Maruti Alto 800 LX,280000,37000,Petrol,Individual,Manual
Maruti Swift Dzire VDI,540000,80000,Diesel,Individual,Manual
Ambassador Classic 2000 Dsz,50000,120000,Diesel,Individual,Manual
Maruti Ciaz Sigma BSIV,800000,20000,Petrol,Individual,Manual
Ford Figo 1.5D Titanium MT,515000,25000,Diesel,Individual,Manual
Hyundai i20 1.2 Magna,220000,96000,Petrol,Individual,Manual
Hyundai i20 Asta (o),525000,54000,Petrol,Dealer,Manual
Chevrolet Spark 1.0 LT Option Pack w/ Airbag,165000,53000,Petrol,Dealer,Manual
Fiat Linea 1.3 Emotion,221000,65000,Diesel,Dealer,Manual
Chevrolet Beat LT,245000,43000,Petrol,Dealer,Manual
Ford Figo 1.2P Titanium Plus MT,260000,42000,Petrol,Dealer,Manual
Skoda Superb Elegance 2.0 TDI CR AT,550000,73000,Diesel,Dealer,Automatic
Hyundai Grand i10 1.2 Kappa Era,434999,29000,Petrol,Dealer,Manual
Tata Safari Storme EX,450000,95000,Diesel,Dealer,Manual
Chevrolet Sail 1.2 Base,290000,25000,Petrol,Individual,Manual
Volkswagen Vento 1.0 TSI Highline Plus,305000,53000,Petrol,Dealer,Manual
Ford Classic 1.6 Duratec LXI,265000,20000,Petrol,Dealer,Manual
Honda Brio 1.2 S MT,325000,57000,Petrol,Dealer,Manual
Chevrolet Cruze LTZ,550000,52000,Diesel,Dealer,Manual
Maruti Zen Estilo LXI BSIII,105000,40000,Petrol,Individual,Manual
Honda Brio 1.2 S MT,275000,47000,Petrol,Dealer,Manual
Honda City 1.5 V MT,434999,47000,Petrol,Dealer,Manual
Hyundai Verna 1.6 CRDi SX,690000,73000,Diesel,Dealer,Manual
Honda Brio V MT,249000,42000,Petrol,Dealer,Manual
Hyundai EON D Lite Plus,204999,60000,Petrol,Dealer,Manual
Chevrolet Beat Diesel LT,200000,50000,Diesel,Individual,Manual
Maruti Wagon R VXI Optional,190000,120000,Petrol,Individual,Manual
Maruti Alto LXi,150000,50000,Petrol,Individual,Manual
Maruti Zen LX,70000,70000,Petrol,Individual,Manual
Mahindra Bolero Power Plus SLX,900000,25000,Diesel,Individual,Manual
Maruti Ertiga ZXI AT Petrol,950000,11000,Petrol,Individual,Automatic
Maruti Swift Dzire VXI,475000,80000,Petrol,Individual,Manual
Maruti 800 Std,55000,80000,Petrol,Individual,Manual
Ford Fiesta Titanium 1.5 TDCi,450000,75000,Diesel,Individual,Manual
BMW 5 Series 525d Sedan,1200000,45000,Diesel,Individual,Automatic
Mahindra Bolero SLX,300000,100000,Diesel,Individual,Manual
Honda City i DTEC E,350000,60000,Diesel,Individual,Manual
Tata Indica Vista Quadrajet LS,229999,160000,Diesel,Individual,Manual
Hyundai Creta 1.6 Gamma SX Plus,821000,50000,Petrol,Individual,Manual
Maruti Alto K10 VXI,200000,80000,Petrol,Individual,Manual
Mahindra Scorpio 1.99 S10,1000000,60000,Diesel,Individual,Manual
Maruti Alto 800 VXI,220000,60000,Petrol,Individual,Manual
Ford Figo Aspire 1.5 TDCi Trend,459999,148620,Diesel,Dealer,Manual
Maruti SX4 ZDI,310000,70000,Diesel,Individual,Manual
Hyundai Elite i20 Diesel Asta Option,815000,42000,Diesel,Individual,Manual
Hyundai Verna 1.6 CRDI SX Option,1200000,40000,Diesel,Individual,Manual
Chevrolet Optra Magnum 2.0 LT,170000,150000,Diesel,Individual,Manual
Maruti S-Cross Alpha DDiS 200 SH,1000000,30000,Diesel,Individual,Manual
Hyundai Santro Xing GLS,155000,90000,Petrol,Individual,Manual
Mahindra TUV 300 T6 Plus,400000,120000,Diesel,Individual,Manual
Mahindra Quanto C4,400000,80000,Diesel,Individual,Manual
Tata Indica Vista Aura 1.3 Quadrajet BSIV,250000,80000,Diesel,Individual,Manual
Tata Indigo GLX,150000,50000,Petrol,Individual,Manual
Hyundai Santro LP zipPlus,80000,70000,Petrol,Individual,Manual
Maruti SX4 ZXI AT,130000,120000,Petrol,Individual,Automatic
Volkswagen Vento 1.5 TDI Comfortline AT,325000,70000,Diesel,Individual,Automatic
Volkswagen Jetta 2.0L TDI Highline AT,735000,55300,Diesel,Dealer,Automatic
Tata Indica Vista Quadrajet 90 VX,285000,74300,Diesel,Dealer,Manual
Honda City VX MT,350000,48781,Petrol,Dealer,Manual
Volkswagen Jetta 1.9 Highline TDI,290000,87620,Diesel,Dealer,Automatic
Volkswagen Vento 1.5 TDI Highline Plus AT,890000,40219,Diesel,Dealer,Automatic
Honda Jazz VX,385000,11473,Petrol,Dealer,Manual
Maruti Eeco 5 Seater AC BSIV,425000,8352,Petrol,Dealer,Manual
Maruti Wagon R VXI AMT1.2BSIV,525000,9745,Petrol,Dealer,Automatic
Hyundai Grand i10 Asta,550000,9748,Petrol,Dealer,Manual
Volkswagen Polo 1.0 MPI Trendline,271000,49000,Petrol,Dealer,Manual
Hyundai Creta 1.6 CRDi SX Option,1490000,20694,Diesel,Dealer,Manual
Hyundai Grand i10 Asta Option,490000,31080,Petrol,Dealer,Manual
Hyundai EON Era Plus,260000,37605,Petrol,Dealer,Manual
Hyundai Xcent 1.1 CRDi SX Option,455000,55850,Diesel,Dealer,Manual
Tata Nano Lx BSIV,75000,58850,Petrol,Dealer,Manual
Toyota Etios Cross 1.2L G,421000,23839,Petrol,Dealer,Manual
Maruti Swift DDiS LDI,550000,54000,Diesel,Dealer,Manual
Hyundai i10 Sportz 1.2 AT,330000,38000,Petrol,Dealer,Automatic
Volkswagen Vento 1.5 TDI Comfortline,390000,45454,Diesel,Dealer,Manual
Skoda Rapid 1.5 TDI AT Ambition,599000,46957,Diesel,Dealer,Automatic
Hyundai Elite i20 Sportz Plus CVT BSIV,738000,8000,Petrol,Individual,Automatic
Maruti Alto K10 VXI,300000,30000,Petrol,Individual,Manual
Tata Indica Vista Quadrajet LX,150000,110000,Diesel,Individual,Manual
Toyota Innova 2.5 G4 Diesel 7-seater,440000,223000,Diesel,Individual,Manual
Volkswagen Vento IPL II Diesel Trendline,280000,110000,Diesel,Individual,Manual
Hyundai Santro GS,100000,120000,Petrol,Individual,Manual
Maruti Swift VXi BSIV,150000,100000,Petrol,Individual,Manual
Maruti Swift Dzire VDI,380000,100000,Diesel,Individual,Manual
Maruti Alto LX,90000,60000,Petrol,Individual,Manual
Mahindra Scorpio VLS 2.2 mHawk,300000,270000,Diesel,Individual,Manual
Skoda Fabia 1.2 TDI Active,275000,60000,Diesel,Individual,Manual
Maruti Zen Estilo Sports,180000,41090,Petrol,Individual,Manual
Maruti Swift VDI,225000,296823,Diesel,Individual,Manual
Maruti Alto 800 LXI,200000,40000,Petrol,Individual,Manual
Toyota Corolla Altis G,500000,40000,Petrol,Individual,Manual
Ford Fiesta 1.6 Duratec S,300000,70000,Petrol,Individual,Manual
Hyundai Verna 1.6 CRDi SX,765000,80000,Diesel,Individual,Manual
Maruti Swift Dzire VDI,650000,90000,Diesel,Individual,Manual
Maruti Wagon R VXI Plus Optional,380000,19000,Petrol,Individual,Manual
Maruti Swift Dzire VDI,480000,110000,Diesel,Individual,Manual
Mahindra Jeep MM 540,200000,60000,Diesel,Individual,Manual
Maruti Wagon R VXI Plus Optional,380000,19000,Petrol,Individual,Manual
Maruti Zen Estilo LXI Green (CNG),145000,68000,CNG,Individual,Manual
Maruti Ritz VDi,280000,120000,Diesel,Individual,Manual
Maruti Swift Dzire VDI,254999,30000,Diesel,Individual,Manual
Tata Bolt Revotron XE,300000,90000,Petrol,Individual,Manual
Maruti Swift VDI BSIV,480000,140000,Diesel,Individual,Manual
Skoda Rapid Monte Carlo 1.6 MPI AT BSIV,850000,44500,Petrol,Individual,Automatic
Hyundai i20 Asta 1.4 CRDi,350000,52000,Diesel,Individual,Manual
Hyundai i20 Active 1.2 SX,650000,26000,Petrol,Individual,Manual
Hyundai i20 Active 1.2 SX,650000,26000,Petrol,Individual,Manual
Tata New Safari 4X2,550000,80000,Petrol,Individual,Manual
Maruti Celerio VXI,300000,35000,Petrol,Individual,Manual
Maruti Swift 1.3 VXi,150000,60000,Petrol,Individual,Manual
Hyundai Grand i10 Sportz,300000,120000,Petrol,Individual,Manual
Hyundai Santro Xing XG,80000,58000,Petrol,Individual,Manual
Tata Manza Club Class Quadrajet90 LS,200000,100000,Diesel,Individual,Manual
Hyundai EON Magna Plus,220000,43700,Petrol,Individual,Manual
Tata Indica GLS BS IV,68000,120000,Petrol,Individual,Manual
Tata Manza ELAN Quadrajet BS IV,180000,80000,Diesel,Individual,Manual
Hyundai EON Era Plus,290000,20000,Petrol,Individual,Manual
Maruti Eeco 5 Seater AC BSIV,300000,25000,Petrol,Individual,Manual
Honda City i DTec SV,600000,27483,Diesel,Dealer,Manual
Maruti Swift LXI,470000,8000,Petrol,Individual,Manual
Hyundai i10 Sportz 1.2,150000,30000,Petrol,Individual,Manual
Maruti Swift VVT VXI,400000,30000,Petrol,Individual,Manual
Ford Fiesta 1.4 ZXi TDCi ABS,110000,100000,Diesel,Individual,Manual
Maruti Alto 800 LXI,180000,56207,Petrol,Dealer,Manual
Hyundai i20 Sportz Petrol,250000,40000,Petrol,Individual,Manual
Maruti Zen LXI,80000,70000,Petrol,Individual,Manual
Honda WR-V i-VTEC VX,875000,1440,Petrol,Individual,Manual
Hyundai Grand i10 Sportz,425000,12000,Petrol,Individual,Manual
Maruti Alto 800 LXI,300000,50000,Petrol,Individual,Manual
Honda Amaze VX i-DTEC,700000,35000,Diesel,Individual,Manual
Maruti Zen Estilo VXI BSIV,130000,50000,Petrol,Individual,Manual
Maruti Ertiga SHVS ZDI Plus,1000000,60000,Diesel,Individual,Manual
Maruti Swift Dzire ZDI,650000,67000,Diesel,Individual,Manual
Renault Duster Petrol RxL,400000,100000,Petrol,Individual,Manual
Mahindra TUV 300 mHAWK100 T8,800000,60000,Diesel,Individual,Manual
Mahindra Bolero Power Plus SLX,675000,70000,Diesel,Individual,Manual
Maruti Omni E MPI STD BS IV,210000,50000,Petrol,Individual,Manual
Tata New Safari DICOR 2.2 EX 4x2,150000,120000,Diesel,Individual,Manual
Maruti Omni CNG,45000,100000,CNG,Individual,Manual
Hyundai i20 Sportz 1.2,516000,90000,Petrol,Individual,Manual
Hyundai i20 Sportz 1.2,450000,80000,Petrol,Individual,Manual
Chevrolet Spark 1.0 LS,134000,90000,Petrol,Individual,Manual
Toyota Etios VD,509999,157000,Diesel,Individual,Manual
Volkswagen Polo 1.2 MPI Comfortline,500000,20000,Petrol,Individual,Manual
Maruti Zen Estilo 1.1 LXI BSIII,130000,80000,Petrol,Individual,Manual
Maruti Swift ZDi BSIV,575000,60000,Diesel,Individual,Manual
Hyundai Elite i20 Sportz Plus BSIV,550000,49000,Petrol,Individual,Manual
Tata Indica Vista Terra TDI BSIII,145000,89255,Diesel,Individual,Manual
Maruti Alto 800 LXI,347000,5000,Petrol,Individual,Manual
Tata Indica Vista Quadrajet VX,275000,110000,Diesel,Individual,Manual
Toyota Innova 2.5 V Diesel 8-seater,630000,200000,Diesel,Individual,Manual
Chevrolet Beat Diesel,160000,90000,Diesel,Individual,Manual
Fiat Grande Punto 1.3 Dynamic (Diesel),150000,63000,Diesel,Individual,Manual
Honda Mobilio S i VTEC,550000,23000,Petrol,Individual,Manual
Mahindra Quanto C6,349000,100000,Diesel,Individual,Manual
Mahindra Bolero DI DX 8 Seater,229999,168000,Diesel,Individual,Manual
Tata Indica Vista Aqua 1.4 TDI,110000,90000,Diesel,Individual,Manual
Maruti Wagon R LXI Minor,110000,70000,Petrol,Individual,Manual
Renault KWID RXE,245000,5550,Petrol,Individual,Manual
Maruti Alto K10 VXI,180000,100000,Petrol,Individual,Manual
Maruti Wagon R VXI BS IV,290000,80000,Petrol,Individual,Manual
Hyundai i20 Magna,250000,40000,Petrol,Individual,Manual
Tata Indigo TDI,150000,100000,Diesel,Individual,Manual
Maruti 800 AC BSII,55000,35000,Petrol,Individual,Manual
